;genres;app_name;release_date;tags;specs;price;id;developer
10070;['Action', 'Indie', 'Racing', 'Simulation', 'Early Access'];Driver Pro: 2017;2017-10-28;['Early Access', 'Action', 'Racing', 'Indie', 'Simulation'];['Single-player'];0.99;710540;Alexey Volonsky
10071;['Action', 'Adventure', 'Free to Play', 'Indie'];Space Epic Untitled - Season 1;2017-10-28;['Free to Play', 'Indie', 'Action', 'Adventure', 'Space'];['Online Multi-Player', 'Local Co-op', 'Cross-Platform Multiplayer', 'Partial Controller Support'];0.0;613800;KUMA, LLC
10075;['Action', 'Casual', 'Indie', 'Simulation'];Stickman Destruction;2017-10-27;['Action', 'Indie', 'Casual', 'Simulation', 'Singleplayer', 'Difficult', '2D', 'Arcade', 'Competitive'];['Single-player'];0.99;586270;Starodymov
10081;['Simulation', 'Strategy'];Bomber Crew Skin Pack;2017-10-27;['Strategy', 'Simulation'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud'];1.99;728930;Runner Duck
10087;['Action', 'Adventure', 'RPG'];Assassin's Creed® Origins;2017-10-26;['Open World', 'Assassin', 'Action', 'Parkour', 'Stealth', 'Adventure', 'RPG', 'Third Person', 'Historical', 'Singleplayer', 'Story Rich', 'Atmospheric', 'Action RPG', 'Exploration', 'Multiplayer', 'Great Soundtrack', 'Walking Simulator', 'Sandbox', 'Illuminati', 'Heist'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Partial Controller Support'];59.99;582160;Ubisoft Montreal
10095;['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports'];Malzbie's Pinball Collection;2017-10-27;['Free to Play', 'Indie', 'Casual', 'Simulation', 'Sports'];['Single-player', 'Steam Achievements', 'Full controller support'];0.0;729580;Malzbie Games
10107;['Action'];Friday the 13th: The Game - Costume Party Counselor Clothing Pack;2017-10-26;['Action', 'Gore', 'Violent'];['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards'];1.99;735000;IllFonic, LLC.
10108;['Casual', 'Indie', 'Simulation'];Don't Make Love;2017-10-26;['Indie', 'Casual', 'Simulation'];['Single-player', 'Steam Achievements', 'Steam Cloud'];6.99;723890;Maggese
10112;['Adventure', 'Indie'];Avalon: The Journey Begins;2017-10-25;['Adventure', 'Indie', 'Procedural Generation'];['Single-player'];9.99;502780;NewHopeGames
10126;['Casual', 'Indie'];Legendary Mahjong;2017-10-25;['Indie', 'Casual'];['Single-player', 'Steam Achievements'];5.99;701290;IP Izmailov Vladimir Yurievich
10128;['Action', 'Adventure', 'Casual', 'Indie', 'Early Access'];Halloween Pumpkin Story;2017-10-25;['Early Access', 'Indie', 'Action', 'Casual', 'Adventure', 'Arcade', '2D', 'Platformer', 'Side Scroller', 'Funny', 'Puzzle-Platformer', 'Dark Humor', 'Comedy', 'Gore', 'Shooter'];['Single-player', 'Steam Trading Cards', 'Partial Controller Support'];2.99;717330;Dnovel
10136;['Action', 'Casual', 'Indie'];Radar Warfare;2017-10-25;"['Action', 'Casual', 'Indie', 'Bullet Hell', ""Shoot 'Em Up"", 'Singleplayer', '2D', 'Difficult', 'Sci-fi']";['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];0.99;724130;DreamRoad Productions
10138;['Action', 'Adventure', 'Indie', 'RPG'];Affliction Roleplaying Game DLC;2017-10-25;['Action', 'Adventure', 'RPG', 'Indie'];['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Trading Cards', 'Captions available', 'Commentary available'];1.99;646900;Corrosive Studios LLC
10141;['Action', 'Indie'];Clash Force;2017-10-25;"['Action', 'Indie', 'Retro', 'Colorful', 'Singleplayer', 'Platformer', 'Difficult', 'Cartoony', 'Cartoon', ""Shoot 'Em Up"", 'Side Scroller', '2D', 'Shooter', 'Pixel Graphics', 'Classic']";['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud'];4.99;703620;Spicy Gyro Games
10146;['Adventure', 'Indie'];Bonbon;2017-10-24;['Indie', 'Adventure', 'Horror'];['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available'];2.99;734120;Aetheric Games
10151;['Adventure', 'Casual', 'Indie'];Misao: Definitive Edition;2017-10-25;['Indie', 'Adventure', 'Casual', 'Horror', 'RPGMaker', 'Anime', 'Pixel Graphics', 'Atmospheric', 'Great Soundtrack', 'Psychological Horror', 'Singleplayer', 'Blood', 'Violent', '2D', 'Cult Classic', 'Surreal', 'Dark', 'Dystopian', 'Psychological'];['Single-player', 'Steam Achievements', 'Steam Trading Cards'];4.99;691450;sen
10161;['Action', 'Adventure', 'Casual', 'Indie', 'Strategy'];RADical ROACH: Original Soundtrack;2017-10-23;['Strategy', 'Action', 'Adventure', 'Indie', 'Casual'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud'];2.99;739620;DL Softworks
10166;['Casual', 'Indie', 'Simulation'];The Merchant Memoirs;2017-10-06;['Simulation', 'Indie', 'Casual', 'Visual Novel'];['Single-player'];2.99;726520;Afterthought Studios
10167;['Action', 'Adventure', 'Casual', 'Indie'];ClickRaid;2017-10-20;['Clicker', 'Adventure', 'Action', 'Casual', 'Indie', 'Multiplayer'];['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats'];4.99;658160;Slikey Games
10169;['Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy'];Call of War;2017-10-21;['Free to Play', 'Strategy', 'World War II', 'Massively Multiplayer', 'Military', 'Simulation', 'War', 'Historical', 'Real Time Tactics', 'RTS', 'Tactical', 'Diplomacy', 'Grand Strategy', 'Multiplayer', 'Real-Time', 'Alternate History', 'Wargame'];['Online Multi-Player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases'];0.0;672680;Bytro Labs GmbH
10178;['Casual', 'Indie'];Algorithm;2017-10-23;['Indie', 'Casual', 'Puzzle', 'Difficult', 'Singleplayer'];['Single-player'];0.99;703540;Valut
10208;['Adventure', 'Casual', 'Indie'];"How to Fool a Liar King - Insert Song ""Issho ni""";2017-10-20;['Adventure', 'Indie', 'Casual'];['Single-player', 'Downloadable Content'];3.99;721711;no.real
10223;['Simulation'];UH-1H: Argo Campaign;2017-10-20;['Simulation'];['Single-player', 'Downloadable Content', 'Captions available', 'Partial Controller Support'];9.99;728302;373vFS Greg
10224;['Free to Play', 'Indie', 'Strategy', 'Early Access'];Beyond the Void;2017-10-20;['Early Access', 'Free to Play', 'Strategy', 'Indie', 'MOBA', 'Multiplayer', 'Space'];['Multi-player', 'Online Multi-Player'];0.0;700570;B2Expand
10225;['Action', 'Indie', 'Early Access'];Boratium Wars;2017-10-20;['Early Access', 'Action', 'Indie'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards'];3.99;700270;Dataweb, Inc.
10244;['Simulation', 'Strategy'];Cities: Skylines - Content Creator Pack: European Suburbia;2017-10-19;['Strategy', 'Simulation'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor'];4.99;715190;"Samantha ""Avanya"" Woods"
10249;['Action', 'Indie'];Maybot Run;2017-10-19;['Action', 'Indie', 'Political', 'Politics', 'Villain Protagonist', 'Runner', 'Platformer', '2D', 'Funny', 'Dark Comedy', 'Dark Humor', 'Great Soundtrack', 'Comedy', 'Side Scroller', 'Music', 'Retro', 'Soundtrack'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards'];2.99;715990;Bloodline Games
10251;['Action', 'Free to Play', 'Indie'];Scrap;2017-10-14;['Action', 'Free to Play', 'Indie'];['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Full controller support'];0.0;727280;Top Shelf Studios
10266;['Indie', 'Simulation'];A Mortician's Tale;2017-10-18;['Simulation', 'Indie', 'Female Protagonist'];['Single-player', 'Steam Trading Cards'];14.99;578720;Laundry Bear Games
10291;['Action'];Marvel vs. Capcom: Infinite - Black Panther;2017-10-17;['Action'];['Single-player', 'Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];7.99;721101;Capcom
10316;['Action', 'Indie', 'Sports', 'Early Access'];ARENA GODS®;2017-10-16;['Early Access', 'Sports', 'Action', 'Indie', 'Violent', 'Fighting', 'Multiplayer', 'Competitive', 'Funny'];['Single-player', 'Multi-player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support'];14.99;410830;Supertype
10335;['Action', 'Indie'];Don't Explode;2017-10-15;['Action', 'Indie'];['Multi-player', 'Local Multi-Player', 'Shared/Split Screen'];4.99;692680;Bemoworld Studios
10345;['Action', 'Indie'];Save Dash;2017-10-13;['Action', 'Indie'];['Single-player'];2.99;657020;10ravens s.r.o.
10349;['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy'];Magical Mysteries: Original Soundtrack;2017-10-13;['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud'];1.99;549940;Alder Games
10363;['Action', 'Indie'];I Can See the Future;2017-10-12;['Action', 'Indie', 'Top-Down', 'Violent', 'Top-Down Shooter', 'Fast-Paced', 'Arcade', '2D', 'Difficult', 'Action-Adventure', 'Atmospheric', 'Singleplayer'];['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards'];3.99;708920;Sergey Lir
10365;['Indie'];Madcap Castle;2017-12-11;['Indie', 'GameMaker'];['Single-player', 'Full controller support'];9.99;684230;Diel Mormac Games
10367;['Adventure', 'Indie', 'RPG'];SUPER ARMY OF TENTACLES 3, XPACK II: Call of Koithulhu;2017-10-13;['Adventure', 'RPG', 'Indie'];['Single-player', 'Downloadable Content', 'Steam Achievements'];2.99;592815;Stegalosaurus Game Development
10368;['Simulation', 'Sports'];Rugby League Team Manager 2018;2017-10-13;['Sports', 'Simulation', 'Casual', 'Singleplayer', 'Management', 'Action', 'Strategy', 'Tactical'];['Single-player'];39.99;636460;Alternative Software Ltd
10377;['Action'];Friday the 13th: The Game - Emote Party Pack 1;2017-10-12;['Violent', 'Gore', 'Action'];['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards'];1.99;719330;IllFonic, LLC
10383;['Action'];DevWill;2017-10-11;['Action', 'Platformer'];['Single-player', 'Partial Controller Support'];0.99;702270;Paulo A. M. Villalva
10395;['Action', 'Adventure', 'Casual', 'Indie', 'Early Access'];A Dream For Aaron;2017-10-12;['Early Access', 'Action', 'Adventure', 'Indie', 'Casual'];['Single-player', 'Steam Achievements'];7.99;709140;Vidas Salavejus
10406;['Casual', 'Indie'];Sound Soarer;2017-10-05;['Indie', 'Casual'];['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Partial Controller Support'];4.99;729130;Bjarki Arge Andreasen
10412;['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Strategy'];Undead;2017-10-11;['Action', 'Adventure', 'Massively Multiplayer', 'Indie', 'Strategy'];['Multi-player', 'Online Multi-Player', 'MMO', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases'];0.99;714050;DOT Entertainment
10414;['Action', 'Indie'];Vitamin Girl;2017-10-11;['Action', 'Indie', 'Female Protagonist', 'Memes', 'Cute', 'Difficult', 'Singleplayer', 'Comedy', 'Funny', 'Anime'];['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud'];9.99;718910;ANDORE
10421;['Indie'];Insert Paper;2017-10-10;['Indie'];['Single-player', 'Steam Achievements', 'Captions available'];4.99;661490;Startreming
10422;['Adventure', 'Indie'];Where Are My Friends?;2017-10-10;['Adventure', 'Indie', 'Platformer', '2D', 'Side Scroller', 'Cute', 'Great Soundtrack', 'Atmospheric', 'Drama', 'Aliens', 'Point & Click', 'Historical', 'Metroidvania', 'Controller'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];7.99;721350;Beard Games Studio
10440;['Casual', 'Indie', 'Strategy'];Zombie Solitaire 2 Chapter 2;2017-10-09;['Casual', 'Indie', 'Strategy', 'Zombies', 'Trading Card Game', 'Puzzle', 'Board Game', 'Match 3'];['Single-player', 'Steam Achievements', 'Steam Trading Cards'];6.99;623170;rokaplay
10449;['Casual'];Rainbow Snake;2017-10-07;['Casual'];['Single-player', 'Steam Achievements'];0.99;717950;38,9_Degrees
10454;['Adventure', 'Casual', 'Indie', 'Simulation'];Caveman Alive;2017-10-07;['Adventure', 'Indie', 'Casual', 'Simulation'];['Single-player', 'Steam Trading Cards'];1.99;720470;Vyacheslav Shilikhin
10470;['Action', 'Indie'];Press X to Not Die;2017-10-06;['Comedy', 'FMV', 'Quick-Time Events', 'Action', 'Indie', 'Casual', 'First-Person', 'Horror', 'Nudity'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards'];2.99;402330;All Seeing Eye Games
10473;['Action', 'Adventure', 'Casual', 'Indie', 'Early Access'];Mr. Barrel;2017-10-06;['Early Access', 'Action', 'Adventure', 'Indie', 'Casual', 'Fast-Paced'];['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards'];1.99;713380;Fürst
10484;['Indie', 'Strategy'];Disparity;2017-10-05;['Indie', 'Strategy', 'Platformer'];['Single-player', 'Full controller support'];0.99;715460;tamationgames
10498;['Adventure', 'Indie'];Bear With Me - Episode Three;2017-10-05;['Adventure', 'Indie'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud'];4.99;698250;Exordium Games
10500;['Action', 'RPG', 'Simulation', 'Strategy'];Starpoint Gemini Warlords: Cycle of Warfare;2017-10-05;['Action', 'Simulation', 'RPG', 'Strategy', 'Space', 'Open World', 'Indie'];['Single-player', 'Downloadable Content', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud'];9.99;715920;Little Green Men Games
10512;['Action', 'Indie', 'Early Access'];BattleCore Arena;2017-10-04;['Early Access', 'Action', 'Indie', 'Arena Shooter'];['Online Multi-Player', 'Steam Achievements', 'Stats', 'Steam Leaderboards'];11.99;689570;Cosmic Ray Studio
10526;['Indie', 'RPG'];Mari and the Black Tower;2017-08-19;['RPG', 'Indie', 'RPGMaker'];['Single-player', 'Steam Achievements'];4.99;706350;Joshua Keith
10527;['Casual'];Animalia - The Quiz Game;2017-10-03;['Casual'];['Single-player', 'Steam Achievements'];1.99;716190;Marcos Rocha
10533;['Action', 'Indie'];Starzine;2017-10-04;['Indie', 'Action', 'Physics', 'Arcade', 'Singleplayer'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];14.99;701890;Intersect Games
10538;['Action', 'Casual', 'Simulation', 'Sports', 'Strategy'];RUTM 2017 - Season 2017/18 Update;2017-10-04;['Strategy', 'Action', 'Casual', 'Simulation', 'Sports'];['Single-player', 'Downloadable Content'];8.99;723800;Alternative Software Ltd
10541;['Casual', 'Indie'];Casual Spider Solitaire;2017-09-23;['Indie', 'Casual'];['Single-player'];5.99;722810;Fair Games
10543;['Action', 'Casual', 'Indie', 'Early Access'];LINX BATTLE ARENA;2017-10-04;['Early Access', 'Action', 'Indie', 'Casual', 'Violent', 'Multiplayer', 'Survival', 'Character Action Game'];['Single-player', 'Multi-player', 'Online Multi-Player'];16.99;697370;Blueshift Media
10545;['Action', 'Indie'];CompliKATed;2017-10-04;['Indie', 'Action', 'Cartoony', 'Difficult', 'Family Friendly', 'Puzzle', '2D', 'Cute', 'Stylized'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats'];9.99;646460;Lite Microsystems
10546;['Action', 'Indie'];AstroShift;2017-10-03;['Action', 'Indie'];['Single-player', 'Steam Achievements', 'Full controller support'];0.99;703250;WHITEROCK games
10552;['Indie'];Devil in the Pines;2017-09-29;['Indie', 'Horror', 'Survival Horror', 'Difficult', 'Perma Death'];['Single-player', 'Steam Achievements'];3.99;706280;Rebelware Games
10556;['Casual', 'Indie'];Learn (Japanese) Kana The Fun Way!;2017-09-29;['Indie', 'Casual', 'Puzzle', 'Education'];['Single-player', 'Steam Achievements', 'Full controller support'];4.99;710970;Thylacine Studios
10562;['Adventure', 'Casual', 'Indie', 'Strategy'];Jewel of WonderLand;2017-10-02;['Adventure', 'Strategy', 'Indie', 'Casual'];['Single-player'];3.99;716850;Myarcadegames Studios
10570;['Action', 'Adventure', 'Casual', 'Indie'];Extreme Real Reality HD Remix;2014-05-31;['Action', 'Adventure', 'Indie', 'Casual', '2D', 'Retro', 'Side Scroller', 'Kickstarter', 'Point & Click'];['Single-player', 'Steam Achievements'];0.99;710480;Step Dad Productions
10587;['Casual', 'Indie', 'Strategy'];LOGistICAL: Chile;2017-09-29;['Strategy', 'Indie', 'Casual'];['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];1.99;706390;Sacada
10589;['Action', 'Indie'];Cuphead;2017-09-29;"['Difficult', 'Cartoon', 'Platformer', 'Great Soundtrack', 'Hand-drawn', 'Co-op', '2D', 'Indie', 'Local Co-Op', 'Action', 'Cartoony', 'Retro', 'Bullet Hell', 'Multiplayer', ""Shoot 'Em Up"", 'Side Scroller', 'Colorful', 'Singleplayer', 'Funny', 'Atmospheric']";['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];19.99;268910;StudioMDHR Entertainment Inc.
10590;['Adventure', 'Casual', 'Indie', 'Simulation'];Eared Hero;2017-09-29;['Adventure', 'Indie', 'Casual', 'Simulation'];['Single-player', 'Steam Achievements', 'Steam Trading Cards'];1.99;715980;Vyacheslav Shilikhin
10602;['Action', 'Casual', 'Indie'];Lance A Lot: Enhanced Edition;2017-09-28;['Action', 'Indie', 'Casual', '4 Player Local', 'Local Multiplayer', 'Physics'];['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support'];9.99;684530;Rocket Hammer
10605;['Adventure', 'Indie'];Pale Spectrum - Part Two of the Book of Gray Magic;2017-09-28;['Adventure', 'Indie', 'Visual Novel', 'Romance', 'Fantasy', 'Choose Your Own Adventure'];['Single-player'];16.99;554180;Ithaqua Labs
10607;['Action', 'Casual', 'Indie', 'Racing'];Hare;2017-09-27;['Action', 'Indie', 'Casual', 'Racing'];['Single-player'];0.99;681290;Zelun,Tio_jolo
10624;['Action', 'Casual', 'Indie', 'Racing'];Low Desert Punk;2017-09-28;['Action', 'Indie', 'Casual', 'Racing', 'Great Soundtrack', 'Arcade', 'Difficult', 'Psychedelic', 'Minimalist'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards'];0.99;709400;Outlaw
10627;['Casual', 'Indie'];Aw Nutz;2017-09-28;['Indie', 'Casual'];['Multi-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support'];4.99;707000;Renaissance
10642;['Indie', 'Strategy'];战术狂想1(Chimera of Tactics 1);2017-09-27;['Strategy', 'Indie', 'Turn-Based', 'Adventure', 'Anime', 'Difficult', 'Female Protagonist', 'Funny', 'Turn-Based Strategy', 'Minimalist', 'Strategy RPG', 'Mouse only', 'Hex Grid', 'Villain Protagonist'];['Single-player'];0.99;706920;自由愉悦小黄猫(Free pleasure little yellow cat)
10644;['Action', 'Casual', 'Indie', 'Simulation'];Glitch Simulator OST (Soundtrack);2017-09-27;['Action', 'Indie', 'Casual', 'Simulation'];['Single-player', 'Downloadable Content'];0.0;702840;BunchOD00dz
10656;['Casual', 'Indie'];Snake Treasure Chest;2017-10-10;['Indie', 'Casual'];['Single-player'];1.99;721470;Ragıp Hatunoğlu
10658;['Action'];EVE: Valkyrie – Warzone x5 Gold Capsule;2017-09-26;['Action'];['Online Multi-Player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards'];4.99;708521;CCP
10660;['Action', 'Adventure', 'Casual', 'Indie'];Blanco Original Soundtrack;2017-09-18;['Action', 'Adventure', 'Indie', 'Casual'];['Single-player', 'Downloadable Content'];0.99;705200;51Pegasi Studios,Connor Lourenco
10676;['Action', 'Adventure', 'Casual', 'Indie'];Retro Dungeons;2017-09-26;['Action', 'Adventure', 'Indie', 'Casual'];['Single-player', 'Steam Achievements', 'Steam Trading Cards'];0.99;709220;Dexion Games
10679;['RPG'];BLUE REFLECTION - Sailor Swimsuits set B (Yuzu, Shihori, Kei);2017-09-26;['RPG'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support'];5.99;688242;KOEI TECMO GAMES CO., LTD.
10704;['Action', 'Strategy'];Warhammer 40,000: Space Wolf;2017-09-21;['Warhammer 40K', 'Turn-Based', 'Games Workshop', 'Strategy', 'Action', 'Card Game', 'Tactical'];['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards'];17.99;553210;HeroCraft
10705;['Action', 'Indie', 'RPG'];Pylon: Rogue;2017-09-21;['Action', 'RPG', 'Indie', 'Rogue-like', 'Rogue-lite'];['Single-player', 'Full controller support'];14.99;386100;QuantumSquid Interactive
10733;['Casual'];Number World Adventure;2017-09-22;['Casual', 'Puzzle', 'Indie'];['Single-player', 'Steam Achievements', 'Steam Cloud'];4.99;702300;Notus Games Ltd
10734;['Adventure', 'Indie'];Caligo;2017-09-22;['Indie', 'Adventure', 'Walking Simulator', 'Great Soundtrack', 'Horror', 'Atmospheric', 'First-Person', 'Story Rich', 'Singleplayer', 'Dark', 'Psychological', 'Psychological Horror'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud'];5.99;629840;Krealit
10746;"['Design &amp; Illustration', 'Photo Editing']";openCanvas 7;2017-09-20;['Design & Illustration', 'Photo Editing'];['Steam Trading Cards'];59.99;398810;PGN Inc
10750;['Adventure', 'Casual', 'Indie', 'Simulation'];Dr. Cares - Pet Rescue 911;2017-09-21;['Indie', 'Casual', 'Simulation', 'Adventure'];['Single-player', 'Steam Achievements'];12.99;679770;Nitreal
10756;['Action', 'Adventure', 'Casual', 'Indie'];SPIIIDERS;2017-09-21;['Action', 'Indie', 'Adventure', 'Casual', 'Top-Down', 'Arcade', 'Survival', 'Great Soundtrack'];['Single-player'];14.99;711310;Chickenpig Software
10774;['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG'];NosTale - Fairy Elemental Pack;2017-09-20;['Action', 'Adventure', 'RPG', 'Massively Multiplayer', 'Free to Play'];['Multi-player', 'Online Multi-Player', 'MMO', 'Online Co-op', 'Downloadable Content', 'Steam Trading Cards', 'In-App Purchases'];19.99;687251;Entwell Co., Ltd.
10778;['Casual', 'Indie', 'Simulation', 'Strategy'];Caves!;2017-09-20;['Casual', 'Indie', 'Simulation', 'Strategy'];['Single-player', 'Steam Achievements', 'Steam Trading Cards'];0.99;704490;Dexion Games
10780;['Indie', 'RPG', 'Simulation'];Dialogue: A Writer's Story;2017-09-20;['RPG', 'Indie', 'Simulation', 'Interactive Fiction', 'Female Protagonist', 'Story Rich', 'Conversation'];['Single-player', 'Steam Achievements', 'Partial Controller Support'];15.99;654390;Tea-Powered Games
10803;['Action', 'Casual', 'Indie', 'Simulation', 'Strategy'];Crankies Workshop: Whirlbot Assembly;2017-09-16;['Strategy', 'Action', 'Indie', 'Casual', 'Simulation'];['Single-player', 'Steam Achievements'];0.99;707370;Crankies Smartworks
10819;['Action', 'Casual', 'Indie'];Mr. Dubstep;2017-09-13;['Action', 'Indie', 'Casual'];['Single-player', 'Steam Achievements'];0.99;654610;Just1337 Studio,CybeRoar
10823;['Action', 'Indie'];Huygens Principle;2017-09-15;['Action', 'Indie'];['Single-player'];3.99;678770;CAT IN JAR GAMES
10834;['Indie', 'Racing', 'Strategy'];Vienna Automobile Society;2017-09-15;['Racing', 'Strategy', 'Indie'];['Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats'];14.99;539560;Royal Polygon
10852;['Action', 'Free to Play'];Space Fighter;2017-09-14;['Free to Play', 'Action', 'Space', 'Split Screen', 'Multiplayer'];['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats'];0.0;691540;Roger Barton
10861;['Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG'];Puzzle Pirates - Shadow Fleet pack;2017-09-14;['Adventure', 'RPG', 'Massively Multiplayer', 'Indie', 'Free to Play'];['MMO', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases', 'Stats'];19.99;704930;Grey Havens, LLC
10892;['Action', 'Adventure', 'RPG', 'Early Access'];Underdone;2017-09-12;['Early Access', 'Adventure', 'Action', 'RPG', 'RPGMaker'];['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud'];4.99;666040;The Commander
10893;['Massively Multiplayer', 'RPG'];XAOC 罔市援護百寶箱;2017-09-13;['RPG', 'Massively Multiplayer'];['Online Multi-Player', 'MMO', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud'];24.99;650261;WindThunder Studio
10895;['Action', 'Adventure', 'Indie'];Uplands Motel;2017-09-12;['Action', 'Adventure', 'Indie'];['Single-player', 'Partial Controller Support'];7.99;704750;GuraShop
10902;['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access'];Fallalypse;2017-09-15;['Early Access', 'Strategy', 'Action', 'Adventure', 'Indie', 'RPG', 'Survival', 'Tower Defense', 'PvP'];['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards'];6.99;689520;hede
10905;['Adventure', 'Casual', 'Indie'];The Journey: Bob's Story;2017-09-08;['Adventure', 'Indie', 'Casual', 'Platformer', 'Puzzle-Platformer', '2D', 'Atmospheric', 'Relaxing'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support'];9.99;385410;Tomas Gonzalez,Martin Pilaszek
10913;['Free to Play', 'Racing', 'Simulation', 'Early Access'];FPV Drone Simulator;2017-09-09;['Early Access', 'Racing', 'Simulation', 'Free to Play'];['Single-player', 'Multi-player', 'Online Multi-Player', 'Full controller support'];0.0;691730;DreamEscape
10926;['Casual', 'Free to Play', 'Strategy'];Transport Defender;2017-09-11;['Free to Play', 'Clicker', 'Casual', 'Strategy'];['Single-player', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Stats'];0.0;685310;Coconut Shavers
10930;['Indie'];Until the last;2016-06-24;['Indie', 'Horror'];['Single-player', 'Steam Achievements'];1.99;709560;Viron Shake
10942;['Action', 'Indie'];TTV2;2017-09-11;['Indie', 'Action', 'Retro', 'Great Soundtrack', 'Fast-Paced', 'Pixel Graphics'];['Single-player', 'Steam Achievements', 'Full controller support'];0.99;701470;Walter Machado
10951;['Action', 'Indie', 'Early Access'];Scuffle Scoundrels;2017-05-19;['Early Access', 'Action', 'Indie'];['Single-player', 'Multi-player', 'Local Multi-Player', 'Shared/Split Screen', 'Partial Controller Support'];4.99;689120;Moped Games,Random Dragon Games,Nerve Damage Games
