;funny;posted;item_id;recommend;user_id;sentiment_analysis
35844;;04/07/2014;440;True;poipoiLOLOLOLOL;2
35853;;15/05/2015;209160;True;76561198040774797;2
35862;;18/07/2015;339800;True;MistaDak;2
35866;;04/03/2013;17410;True;Zombiepig950;1
35871;;;301520;True;76561198085373053;2
35885;;08/07/2014;250320;True;76561198055938832;1
35889;;28/08/2014;49520;True;76561198073226201;2
35890;;31/05/2015;374570;True;the1corp;2
35897;;22/06/2014;243780;True;MrRandomGuy;2
35898;;;4000;True;76561198130273713;1
35907;;29/01/2014;250420;True;76561198093834014;2
35913;1 person found this review funny;24/11/2014;730;True;mrthromato98;2
35916;1 person found this review funny;06/09/2014;204300;True;76561198103674275;2
35917;;;244610;False;76561198074789497;1
35930;;22/12/2014;50300;True;76561198052776159;1
35943;;;252950;True;zacharydonnelly;2
35944;;;427520;True;zacharydonnelly;1
35947;;06/01/2015;227940;False;zacharydonnelly;0
35948;;;570;True;76561198066699330;1
35949;;;201790;True;76561198066699330;1
35973;;30/09/2014;34010;True;76561198029207370;1
35974;;30/09/2014;55230;True;76561198029207370;2
35993;;23/12/2013;107410;True;MrSlothe;2
35997;;13/04/2012;72850;True;MrSpeedyPanda;1
36001;;10/09/2011;440;True;MrSpeedyPanda;2
36007;1 person found this review funny;17/12/2014;24240;True;MrUnknownEMC;2
36028;;30/06/2015;236390;True;76561198065604863;2
36032;;02/01/2014;231160;True;76561198027169983;2
36045;;;72850;True;76561198091203454;1
36049;;;391220;True;76561198064111719;1
36060;;27/06/2014;238210;True;muskieratboi;1
36062;;28/12/2015;440;True;mustangjoel;1
36065;;27/11/2013;10090;True;mutanterex22;1
36073;;17/12/2014;321360;True;Itsismynature;1
36083;;28/01/2014;234710;True;marijuwenis;2
36089;;01/05/2014;440;True;OHDAYUMMAHNIGGA;2
36090;;;570;True;OHDAYUMMAHNIGGA;0
36095;;;730;True;GlitterMissile;1
36104;;12/12/2014;115110;True;MySmilie;2
36107;;22/11/2015;22370;True;mysterd;2
36110;;13/12/2014;232430;True;mysterd;2
36111;;15/12/2014;233290;True;mysterd;0
36118;;21/01/2014;224260;True;esema1234;2
36120;;20/09/2014;94400;True;MysticalMrCool;1
36121;;21/06/2014;218620;True;MysticRayn;2
36122;;20/12/2013;72850;True;MysticRayn;2
36124;;;730;True;senhp;1
36128;;18/12/2014;218620;True;Iammin;2
36137;1 person found this review funny;;273350;False;n00bmobile;2
36150;;13/03/2015;730;True;76561198048227297;0
36163;;04/04/2014;239220;True;76561198083502691;2
36171;2 people found this review funny;;359550;True;76561198080697574;1
36174;;01/09/2015;224600;False;76561198080697574;1
36192;;23/06/2014;204300;True;76561198059715439;2
36204;;07/02/2014;218620;True;Nardiastorm;2
36218;;;225840;False;brunolopez67;1
36220;;17/12/2015;70;True;brunolopez67;2
36223;;07/12/2014;259800;True;TrippedSociety;2
36227;;23/12/2015;22380;True;ggaviation;2
36237;;21/03/2014;271290;False;nateprofile;1
36239;;06/10/2015;239140;True;76561198026256524;0
36249;;;413150;True;76561198074506980;2
36258;;19/05/2015;241930;True;76561198084954002;2
36267;;31/01/2015;72850;True;TheTozmo;1
36271;4 people found this review funny;26/01/2015;313120;True;guwopguccimane;2
36273;;26/09/2014;440;True;guwopguccimane;2
36287;;23/03/2012;72850;True;76561198048088658;2
36293;;06/06/2014;242860;True;Nebby630;2
36294;;16/10/2015;218620;False;76561198069644815;0
36297;;17/07/2015;214490;True;76561198083347976;2
36303;1 person found this review funny;24/01/2014;252490;True;76561198063337306;0
36304;;22/01/2015;201810;True;76561198063337306;2
36333;;20/06/2014;287450;True;76561198038563395;2
36335;;18/04/2015;4000;True;pharonmix;2
36346;;08/07/2014;304930;True;amberspices;2
36351;;10/08/2014;730;True;battle379;2
36358;;17/01/2014;261820;True;76561198077185651;2
36363;;07/12/2015;306130;True;Nerdshred;1
36388;2 people found this review funny;;221100;False;76561198048376894;0
36398;;17/06/2015;730;True;awesomegillymxt;2
36411;;01/10/2014;245170;True;lifesavior;1
36415;;17/12/2013;259080;False;Lostvoices;2
36427;;12/12/2015;730;True;elnixo;1
36438;;05/06/2015;245170;True;76561198000000222;1
36440;;20/01/2014;226700;False;76561198060767897;0
36441;;01/01/2015;230050;True;999898;2
36442;;29/08/2015;346110;True;999898;2
36447;2 people found this review funny;19/07/2015;227680;False;Nickchat;1
36456;;;381210;False;76561198093124034;1
36461;1 person found this review funny;;241930;False;Nicmyster;2
36478;;;730;True;76561198051241471;0
36482;;19/09/2013;440;True;76561198103561722;2
36488;;17/11/2015;311210;True;NightlyHealer32YT;2
36489;;14/12/2013;34870;True;nightmaresdawn;1
36493;;06/12/2013;44350;True;truewarrior94;2
36500;2 people found this review funny;28/10/2015;4000;True;thatfuzzylittlepegasus;2
36501;1 person found this review funny;11/04/2014;620;True;thatfuzzylittlepegasus;2
36504;;;495910;True;76561198046710923;2
36508;;;4000;True;76561198046710923;1
36546;;;331470;True;Ninjasnake12;2
36558;;;730;True;nitraz;2
36561;;;730;True;76561198128831320;2
36563;;25/04/2015;351290;False;Nitrousrun;0
36565;;;730;True;fluffybunnies123;1
36587;;03/12/2013;1250;True;765611980830929333;1
36597;;01/12/2015;105600;True;ilikeflip;1
36615;1 person found this review funny;27/01/2015;220660;True;No_Count;2
36617;1 person found this review funny;;265300;False;No_Count;0
36629;;29/07/2015;316010;True;chrisbooth;2
36648;20 people found this review funny;08/06/2015;8980;True;Zombie_Assassin;2
36649;;24/12/2012;1250;True;Zombie_Assassin;2
36651;1 person found this review funny;21/06/2015;49520;True;Zombie_Assassin;2
36666;;;365590;True;76561198073922626;1
36671;;;304930;True;jasonporena;2
36683;1 person found this review funny;31/07/2015;238320;True;0903512455;2
36684;;29/05/2015;570;True;0903512455;1
36689;;06/01/2014;219680;True;76561197998568725;1
36695;1 person found this review funny;21/07/2015;218620;True;norsktf;2
36697;;30/09/2015;1250;True;norsktf;2
36710;;;375600;True;76561198057654603;2
36711;;29/12/2013;99900;False;76561198071986441;1
36732;;23/01/2014;200210;True;76561198043505113;0
36741;;09/10/2015;271290;True;76561198080209148;2
36746;;16/12/2012;97330;True;76561197977544920;1
36748;;28/02/2015;8930;True;stanlyski;2
36771;;02/10/2014;207140;True;novarogue;2
36772;;02/09/2014;49520;True;novarogue;2
36779;;14/03/2015;204360;True;76561198087654581;2
36782;;22/10/2015;209870;True;Calumdruggo;2
36800;1 person found this review funny;20/04/2014;212480;True;Nuep;2
36801;;;221100;True;76561198106949471;1
36808;;;2300;True;76561198075132070;1
36811;;23/06/2014;243470;True;Totalfire_;2
36813;;04/05/2013;620;True;sploger;2
36822;1 person found this review funny;02/07/2015;3590;True;ELCHAPOELCHAPOELCHAPO;1
36824;;25/11/2014;570;True;76561198045741374;2
36828;;29/08/2015;346110;True;anotherfuckingdeejay;2
36832;;06/09/2014;253710;False;anotherfuckingdeejay;0
36844;;12/07/2014;265930;True;tankmannz;2
36846;;02/03/2014;200510;True;tankmannz;1
36848;;;406150;True;tankmannz;2
36858;1 person found this review funny;15/03/2015;218620;True;blackops66;1
36860;;25/10/2014;253710;True;o-tang;2
36866;;17/11/2013;245170;True;pupapooh;1
36870;;24/06/2014;202970;True;76561198063138377;2
36894;;29/06/2014;570;True;76561198062152744;2
36918;;;230410;True;MexyMax;1
36930;;23/02/2014;218060;True;ohreoreoreo;1
36940;1 person found this review funny;;34910;True;oilfire30;2
36955;;29/11/2013;218230;True;BlackBulletIV;2
36963;;14/11/2015;24240;True;NeroDarkMC;1
36979;;28/12/2012;219640;True;76561198004638606;2
36985;2 people found this review funny;27/07/2015;282780;True;JUEJUEhue;2
36991;;30/10/2011;99900;True;JUEJUEhue;1
36994;;30/10/2015;50620;True;76561198069214448;2
36996;;07/07/2014;246420;True;76561198069214448;2
37017;;17/07/2014;304930;True;idwithautism;2
37024;;31/01/2014;234650;True;Tataudu;1
37044;;14/07/2014;48700;True;Oprah_FTWfrey;2
37056;;14/07/2014;277430;True;76561198078659459;2
37067;;15/09/2014;91310;True;orikulax;2
37091;;08/11/2015;216150;False;theawesomeguy;1
37098;;12/12/2014;730;True;adug2345;1
37099;;07/05/2015;271590;True;adug2345;1
37102;;;281990;True;76561198031891410;2
37112;4 people found this review funny;08/04/2015;294570;True;Harkugan;2
37116;1 person found this review funny;27/10/2015;391540;True;76561198043917508;1
37117;;17/02/2015;730;True;76561198117645959;2
37126;1 person found this review funny;13/09/2015;105600;True;AlienMan180;0
37129;;10/09/2015;304930;True;AlienMan180;0
37131;;24/10/2015;333930;True;76561198236724976;2
37148;;18/07/2015;72850;True;Pao_Of_War;1
37152;;26/08/2014;319510;True;mysterys;2
37161;;18/07/2013;230410;True;76561198089170427;1
37162;;22/05/2013;440;True;76561198089170427;2
37163;;13/01/2014;51100;True;76561198089170427;1
37172;;09/07/2015;34900;True;76561198062377940;2
37175;;;252950;True;P1cklez;1
37176;;;72850;True;P1cklez;2
37179;;;274940;True;76561198049369458;1
37183;1 person found this review funny;08/12/2014;730;True;76561198049369458;2
37195;;28/05/2015;315880;True;P51DWT;1
37198;;;730;True;76561198078699107;1
37199;;15/01/2015;295110;False;PabloEso;0
37200;;03/10/2015;730;True;76561198098805520;2
37202;;11/08/2014;271290;True;pac_of_ace;2
37218;;12/09/2014;72200;True;pacocafoda;1
37220;;;420740;True;padraigotreanor;2
37221;1 person found this review funny;01/12/2013;72850;True;padraigotreanor;2
37224;;11/06/2014;440;True;xishijinse;1
37233;;25/09/2014;2310;True;PajamaSam29;1
37244;2 people found this review funny;;377160;False;ThyGlyphDevice;2
37246;3 people found this review funny;03/02/2015;91310;True;h2ojustaddwater;0
37264;;;304930;True;caseyshi247;0
37265;;;271590;True;LOWdisked;2
37268;;12/11/2014;219150;True;76561198066797881;2
37293;;;310380;False;paknsave;1
37297;;14/12/2014;4000;True;paknsave;2
37305;;23/06/2014;220240;True;36_T;2
37309;;21/12/2014;250400;True;76561198043660131;2
37326;;;298400;False;symetricaldeath;2
37347;1 person found this review funny;;49520;True;RamsayIsDead;2
37349;;;218230;True;RamsayIsDead;1
37355;;22/10/2015;325600;False;76561198066728279;2
37361;;10/12/2015;440;True;76561197971725163;2
37370;;17/07/2015;200210;True;76561198050116532;1
37390;;10/03/2014;238280;True;Paulie1333;2
37395;;01/01/2014;4920;True;Sickosno;2
37398;;11/06/2015;298520;True;pawapi;2
37402;;21/02/2014;230410;True;76561198050026278;0
37408;;23/03/2015;221100;False;76561197996571086;1
37410;1 person found this review funny;27/05/2015;304930;True;thetwistedman;1
37415;;04/09/2014;22300;True;PeaceEagle;0
37422;;27/10/2014;218620;True;76561198068518806;1
37425;;20/12/2013;8500;True;Peaceproducts131;2
37431;;;224600;True;76561198094428264;2
37432;;;230410;False;76561198094428264;1
37443;;11/12/2013;224260;True;pedrosomar;2
37455;;06/12/2013;207610;True;PedroFranja;1
37461;;06/12/2013;570;True;niconicolii;1
37483;;09/03/2014;206190;True;penilsky;2
37484;;23/04/2014;252490;True;iige;1
37488;;11/09/2014;10500;True;76561198088948199;1
37494;;10/03/2014;221380;True;watchudoin;2
37497;;20/12/2013;8190;True;76561198073455321;1
37500;;10/12/2013;218620;True;anuclearlemon;1
37502;;17/12/2013;236390;False;perera94;2
37507;;23/07/2015;244160;True;76561198008211473;1
37513;;01/07/2014;252490;True;76561198056554213;1
37515;;17/04/2015;730;True;PogiGwaps;1
37523;;29/09/2015;570;True;LLARb;1
37525;;25/05/2015;224480;True;potatonuggsssss;1
37539;;02/08/2015;730;True;peter-san;1
37549;;04/12/2013;8870;True;Loalder;1
37550;;23/06/2014;220;True;76561198045756199;1
37554;;15/11/2014;332800;True;PhoenixL;2
37556;9 people found this review funny;02/04/2015;357900;False;phillipw12;1
37561;;22/09/2014;45770;False;aclassstrider1434;0
37563;;07/09/2015;232090;True;phishtanke;2
37574;;;232090;True;76561198043070022;1
37583;1 person found this review funny;16/04/2015;334230;True;xxxoffryf;2
37585;;01/08/2014;4000;True;xxxoffryf;2
37590;;26/12/2015;391540;True;Phoenixx3;2
37598;1 person found this review funny;07/03/2015;440;True;LordOfOreos;1
37609;;29/12/2013;12210;True;Piechucker;2
37614;;28/05/2015;292030;True;76561198035642590;1
37620;2 people found this review funny;;224540;False;76561198066292866;2
37623;;12/05/2015;233250;True;76561198066292866;0
37624;;20/12/2014;218620;True;76561198066292866;2
37625;;05/02/2013;440;True;76561198066292866;2
37627;;06/09/2014;266430;True;76561198073525052;2
37629;;07/07/2014;99900;True;76561198073525052;2
37630;;;233450;True;76561198065484906;1
37637;;21/10/2014;304930;True;76561198070509391;2
37654;;30/06/2014;49520;True;nexoses;1
37656;;28/02/2015;318220;True;stirlingsilverfilms;2
37657;;22/02/2015;1250;True;stirlingsilverfilms;1
37673;;07/07/2014;440;True;Pink_Gib;2
37679;;01/07/2015;570;True;kiezi101;2
37689;;;385710;True;76561198062130309;1
37694;1 person found this review funny;21/01/2014;550;True;76561198041906216;2
37701;;28/11/2013;4000;True;pitmania;1
37712;;;225840;True;314155156915923;2
37718;1 person found this review funny;31/08/2015;440;True;pickaxekritz;2
37719;2 people found this review funny;;238460;True;76561198063128416;1
37725;3 people found this review funny;;48000;True;76561198063128416;1
37740;;15/02/2014;440;True;plasmakat;1
37745;;12/12/2012;207490;True;gohangasalami_imalasagnahog;2
37749;;;391540;True;iWantDat1;2
37754;;14/02/2015;4000;True;76561198133746607;1
37755;;17/02/2015;49520;True;76561198133746607;1
37776;;22/10/2015;342480;False;DuBsTeRs1;0
37779;1 person found this review funny;23/05/2014;49520;True;Pocardus;0
37782;;06/11/2014;218620;True;loracidical;2
37791;;02/12/2015;40800;True;ElMessias;2
37797;;;99900;True;ElMessias;1
37799;;08/02/2014;220;True;POISON_OAK;2
37800;1 person found this review funny;26/12/2015;250900;True;poiyuk;0
37812;12 people found this review funny;;265930;True;thepolis;2
37814;;26/12/2013;550;True;thepolis;2
37846;;24/04/2015;252330;True;ThisIsWhereIGetOff;2
37852;;20/01/2015;244850;True;76561198064553245;2
37854;1 person found this review funny;;200210;False;76561198070654567;1
37857;;17/04/2014;290060;True;PorbusMaximus;1
37858;;26/04/2014;207230;False;PorbusMaximus;0
37863;;;359870;True;76561198046138768;2
37871;;23/10/2015;391070;False;PortHashbrown;1
37872;9 people found this review funny;01/10/2015;332790;True;PortHashbrown;2
37876;;28/10/2015;267340;False;PortHashbrown;2
37880;;;200260;True;76561198048312212;2
37883;15 people found this review funny;20/06/2015;283960;True;76561198041739032;2
37884;1 person found this review funny;24/03/2014;227280;True;76561198041739032;1
37886;;02/05/2014;224260;True;e45g4w4t;2
37910;;13/01/2014;219830;True;ThePotaot;1
37911;;;17520;True;2edgy4youboi;2
37917;;02/08/2015;24980;True;76561198052785886;2
37940;;17/05/2014;219740;True;76561198082324709;1
37958;;14/12/2014;207610;True;Praiseofdeph;2
37959;;30/12/2013;230410;True;reddeadslayer;2
37963;;01/12/2013;244850;True;76561198064215349;2
37968;;29/12/2013;440;True;76561198097565503;2
37973;;12/07/2015;304050;True;76561198089277054;2
37983;1 person found this review funny;01/08/2015;323470;True;76561198083972463;1
37987;;22/06/2014;8930;True;primenz;0
37989;1 person found this review funny;09/10/2014;214870;True;76561198025489159;0
37990;1 person found this review funny;12/08/2014;270170;True;pokemontrainerred;1
37999;;10/04/2014;42910;True;TheAmityPrincess;2
38003;;15/02/2014;244850;True;76561198064474936;1
38022;;29/05/2015;34900;True;gooseisthegreatest;2
38029;;19/04/2015;730;True;76561198080600208;1
38036;;07/03/2015;318430;True;theprofitbird;0
38038;;25/06/2014;730;True;76561198043932615;2
38042;;04/06/2015;49520;True;76561198073259913;1
38043;1 person found this review funny;07/12/2014;330840;True;proletar666;1
38046;;04/12/2014;258180;True;proletar666;2
38059;1 person found this review funny;18/11/2015;330840;True;littlebeautifulbubu;1
38065;;30/08/2014;285900;True;76561198095816476;1
38071;1 person found this review funny;;322500;True;donkeyinyourface;2
38076;;12/06/2015;440;True;76561198078167501;2
38078;;27/05/2015;570;True;PuppyxKitten;2
38085;;01/11/2014;8600;True;Carlitosclabounclavito;1
38098;;10/11/2014;440;True;hortiiculture;2
38100;;;230410;True;hortiiculture;2
38111;;02/01/2014;238320;True;76561198070500519;1
38115;1 person found this review funny;;391220;True;76561198047659670;1
38116;;13/10/2015;271590;True;76561198047659670;1
38117;;13/12/2014;231430;True;76561198047659670;1
38118;;05/09/2012;570;True;76561198047659670;2
38127;;09/02/2014;236510;False;purestformation;2
38135;;24/12/2013;221640;True;seederers;1
38140;;11/01/2015;4000;True;perrojudio;1
38144;;10/02/2015;230410;True;76561198071905809;2
38150;;;204100;True;mynameslimshady;2
38156;;24/06/2014;72850;True;harharinfigar;2
38171;;07/07/2015;440;True;MarsupialesLocos;1
38187;;02/02/2013;216150;True;henryle;1
38188;;03/08/2014;304930;False;arco2001;1
38191;1 person found this review funny;07/05/2015;240;True;Qi_Bishop;1
38193;;07/05/2015;730;True;Qi_Bishop;0
38195;;25/04/2014;440;True;Qi_Bishop;1
38219;;09/10/2014;220200;True;76561198049642277;2
38224;;29/10/2013;440;True;Taffythedudegonnakickyourbutt;2
38235;;25/06/2015;570;True;Beatsislife;2
38238;425 people found this review funny;;346110;True;qwazyoxyphi;1
38239;;;203140;False;qwazyoxyphi;0
38245;;21/12/2013;72850;True;rattlesn;2
38252;;31/10/2015;440;True;p100pCeM;0
38253;;20/01/2015;214970;False;p100pCeM;1
38260;;;35140;True;76561198102675608;2
38262;;22/12/2013;400;True;thelordoftheflies;2
38264;;29/07/2015;24240;True;76561198093839799;2
38289;;19/04/2014;218230;False;DeathMage11;2
38291;;11/04/2014;200210;True;DeathMage11;2
38298;;26/08/2015;226700;True;76561198054162412;1
38302;;;48700;True;76561198054162412;1
38306;;;424280;True;rsm_garlskg;1
38307;;;312990;True;rsm_garlskg;1
38308;;25/11/2013;1840;True;Rafax93;1
38320;;24/12/2014;730;True;rafimann;2
38321;;;435880;False;76561198087511576;0
38341;1 person found this review funny;;8930;True;Smithies;1
38343;;;227940;False;Smithies;2
38347;;27/09/2013;1250;True;Light_Dark;2
38353;;14/09/2015;204340;False;Light_Dark;0
38355;;;391730;True;76561198054183421;2
38359;1 person found this review funny;;346110;False;76561198147922014;1
38361;;13/11/2015;202750;True;RAINZFOXX;2
38374;;12/01/2014;730;True;76561198054462836;2
38375;;30/08/2014;209160;False;76561198054462836;0
38380;;;730;True;76561198065984534;2
38393;;31/08/2014;7670;True;jokerguy350;2
38394;;03/02/2012;42680;True;76561198056753419;2
38396;;08/03/2014;113200;True;76561198045516933;2
38401;;27/04/2015;322110;True;76561198067170568;2
38431;;16/09/2014;226700;False;76561198002610796;2
38434;;27/06/2014;440;True;LegendaryRaven;2
38440;;11/12/2014;218230;True;63718432421321321312;1
38447;;25/08/2015;4000;True;MrRavige;0
38452;;04/03/2014;200210;True;76561198042259281;2
38459;;28/06/2013;223710;True;bazzatazza;0
38474;;29/06/2014;4000;True;76561198070282717;2
38475;;18/12/2013;221100;True;76561198070282717;1
38483;;24/03/2014;620;True;styletypes;0
38490;;28/09/2015;42680;True;realize2;0
38492;1 person found this review funny;27/12/2015;236390;True;realize2;1
38500;;19/07/2012;570;True;Rebizle;2
38510;;18/04/2015;107410;True;OfficialTonyAbbott;1
38542;;;230070;True;redworld;2
38546;;21/03/2013;48700;True;redworld;2
38561;;21/12/2012;440;True;76561198069541689;2
38563;1 person found this review funny;15/12/2015;38410;True;76561198045852299;0
38565;;07/01/2014;1840;True;ThatTTMRGuy;2
38566;2 people found this review funny;;383870;False;ThatTTMRGuy;2
38567;;;270880;True;76561198115742440;2
38574;;12/04/2014;200260;True;ReiBulow;1
38583;;19/11/2015;49520;True;rekkler;2
38586;;23/06/2014;730;True;rekkler;2
38591;;09/01/2014;620;True;76561198056984812;1
38594;;20/12/2013;204030;True;TheLivingOrange;1
38595;;29/12/2013;208580;True;TheLivingOrange;2
38597;;22/08/2015;361550;True;76561198066536188;2
38601;;;379720;True;76561197960324928;2
38607;;03/05/2014;570;True;76561198051761603;2
38608;1 person found this review funny;10/11/2015;404410;False;76561198065899297;2
38613;;12/04/2015;205350;False;76561198057283425;1
38621;3 people found this review funny;;431500;False;epic_taco;0
38637;;24/08/2013;220200;True;76561198094359049;2
38640;;;270550;True;Retchhed;2
38653;1 person found this review funny;;396900;True;76561198045900106;1
38660;;29/09/2014;236150;False;76561197990782367;2
38676;1 person found this review funny;;287700;True;kendrayosa;1
38682;3 people found this review funny;;378648;True;rezerno;0
38692;;04/07/2014;34900;True;76561198095512109;2
38699;;;730;True;The_Toast_Man;0
38702;;03/12/2013;4920;True;The_Toast_Man;0
38707;;21/03/2014;204360;True;Oil_Not_Loyal;2
38710;;21/02/2014;224760;True;SlapstickGhost;2
38718;;21/12/2013;220;True;rick100;1
38724;;20/11/2015;417860;True;MrStealYourSandwich;1
38727;1 person found this review funny;05/08/2014;206420;False;Dead_Ninja00;0
38731;1 person found this review funny;;730;True;76561198050183758;1
38734;;17/01/2014;730;True;76561198063937445;2
38741;118 people found this review funny;04/09/2014;266430;True;DopeyDragonFTW;1
38748;;04/07/2014;266840;False;76561197976922181;0
38749;491 people found this review funny;24/10/2014;620;True;SIGNVICH;1
38766;;21/08/2014;246620;True;ripjack311;2
38776;;27/11/2015;377160;True;frodomybaggins;1
38777;;04/12/2015;730;True;frodomybaggins;2
38778;;28/01/2014;239820;True;frodomybaggins;2
38796;;;252950;True;76561198073343567;1
38814;;22/11/2015;332200;True;76561198048827467;1
38816;;;236090;True;76561198048827467;2
38830;;29/06/2014;214950;False;76561198051065449;1
38836;;;48000;True;robustical;2
38849;;21/11/2014;55230;True;spicydoggomemes;0
38851;;23/11/2014;12220;True;spicydoggomemes;2
38870;1 person found this review funny;;420110;True;76561198017609172;2
38876;;01/02/2015;245550;True;profiles76561198094860288;1
38878;;01/02/2015;304930;True;profiles76561198094860288;1
38880;;01/02/2015;570;True;profiles76561198094860288;1
38882;;20/06/2014;203140;True;romakin;2
38888;;15/11/2015;299360;True;76561198078863833;1
38895;3 people found this review funny;12/10/2015;219640;False;Ronald_D_D;1
38902;;20/10/2015;391540;True;Ron__Ron;2
38903;;25/02/2014;104900;False;Ron__Ron;1
38910;2 people found this review funny;;34900;True;fuckoffandstopsharingmyprofile;0
38914;;27/06/2015;48000;True;fuckoffandstopsharingmyprofile;1
38917;;31/12/2013;730;True;Mangeria;2
38918;;06/12/2013;8930;True;Mangeria;2
38930;;03/07/2014;440;True;Royal22;2
38944;;30/08/2014;22230;True;neojaeger;1
38948;;16/08/2014;227940;True;RhythePye;2
38951;;25/05/2015;34900;True;76561198039581495;2
38954;;04/06/2015;230410;True;Zindrey;1
38955;;;219150;True;Zindrey;0
38956;;10/10/2015;333930;False;Zindrey;1
38977;;26/08/2013;204450;True;76561198071238400;2
38980;;06/02/2013;72850;True;76561198071238400;2
38981;;05/09/2015;273350;False;55432147;1
38986;66 people found this review funny;30/11/2014;3470;True;Runeraider;0
38996;;27/01/2015;239140;True;spanks169;1
39014;;05/10/2015;440;True;iHasJelly;2
39017;;05/02/2014;252490;True;Rustychopsticks;0
39023;;26/01/2015;228380;True;76561198091250895;2
39026;;;452780;True;334756875;2
39029;3 people found this review funny;09/04/2015;322920;True;harvenator02;2
39031;1 person found this review funny;;301520;False;76561198139439978;2
39040;;16/07/2013;67370;True;76561197994640892;2
39055;2 people found this review funny;;271590;True;76561198070084968;1
39063;;02/07/2015;440;True;76561198070084968;2
39071;3 people found this review funny;;413150;True;Ryukaiii;0
39077;2 people found this review funny;;211820;True;76561198073837578;1
39078;;19/12/2014;4000;True;NTMYZ;1
39079;;11/09/2014;440;True;NTMYZ;1
39084;;31/12/2013;4000;True;cacador_br;1
39085;;21/12/2013;224260;True;cacador_br;1
39088;;25/08/2014;570;True;SupremeHIVE;2
39099;;01/12/2014;282470;True;darkguyed001;2
39112;;09/01/2015;730;True;76561198030475957;0
39120;;22/05/2015;34010;True;76561198044023118;2
39122;;30/11/2014;236370;True;76561198044023118;2
39137;;27/05/2014;440;True;fac3bragAxenAdraswucAt5uhucHaCed;2
39146;;10/01/2015;9350;True;Sacobite;0
39156;1 person found this review funny;12/06/2015;242860;True;sadmexican;1
39174;;25/06/2014;230050;True;dood2super;2
39178;;30/12/2014;440;True;76561198015158481;2
39179;2 people found this review funny;09/12/2015;252490;False;JoshPlaysYT;0
39187;3 people found this review funny;01/03/2015;730;True;678rtv45;1
39194;;11/08/2014;240;False;Buttole;0
39198;;06/12/2014;245130;True;SaintLombax;2
39207;;24/01/2015;220;True;Phoenixexe;2
39215;1 person found this review funny;;393980;True;76561198101743006;2
39216;4 people found this review funny;10/07/2015;360760;True;76561198101743006;1
39217;2 people found this review funny;;424280;False;76561198101743006;1
39231;;15/03/2014;40800;True;76561198079550488;2
39255;;07/02/2015;223710;False;Salus;0
39257;9 people found this review funny;;262060;True;76561198050513580;0
39263;;;339340;True;sammichemaker;1
39264;;27/09/2013;232810;True;Skepps1;2
39274;;31/05/2014;220;True;76561198069606418;2
39276;;08/02/2014;440;True;76561198069606418;2
39299;1 person found this review funny;23/05/2013;570;True;nomoreanime;2
39305;;18/12/2013;108600;True;76561198046684086;2
39315;;28/12/2015;391540;True;TheBjmac7;2
39317;;17/08/2014;730;True;76561198081091469;1
39337;;30/11/2015;319630;True;Sarrby;2
39338;;20/09/2014;265550;True;lunakitty;2
39339;;09/08/2014;8870;True;76561198059451329;2
39371;;27/12/2013;4000;True;TheCraftyYak;1
39376;;03/11/2014;12210;True;savageshadow;1
39405;;02/03/2012;72850;True;76561198040749643;2
39407;;07/01/2015;222880;True;TheScareAndCrow;2
39416;;29/03/2014;206420;True;gay_llama;1
39418;;15/05/2014;209870;True;76561198041784529;2
39427;;07/04/2015;32370;True;AleksoSmeksoHere;1
39435;;;304930;True;76561198078003443;2
39439;;18/11/2015;377160;True;doubleh8;2
39442;;07/03/2015;319250;True;76561198090934295;2
39443;7 people found this review funny;;262060;True;76561198090934295;0
39444;1 person found this review funny;;299480;False;76561198090934295;2
39446;;18/12/2014;227680;False;76561198090934295;0
39448;;28/06/2014;230410;True;76561198090934295;2
39452;2 people found this review funny;05/08/2015;34900;True;76561198050721825;2
39454;;27/02/2015;4000;True;76561198050721825;2
39457;;12/07/2014;265930;True;76561198098285983;1
39463;;25/12/2013;105600;True;empiregames;2
39466;;13/09/2015;285500;True;empiregames;1
39478;;13/11/2014;113204;True;76561198067336358;1
39484;1 person found this review funny;03/04/2015;230410;True;19-20-5-20-27-5-18;2
39487;1 person found this review funny;14/11/2015;306130;True;Lord_Scubbs;1
39493;;10/01/2014;209870;False;cylink;2
39504;1 person found this review funny;;310560;True;76561198057982190;2
39527;;01/12/2015;204360;True;raptorsea;2
39531;1 person found this review funny;13/01/2015;220;True;YourNormalAverageGuy;0
39534;;27/12/2013;620;True;YourNormalAverageGuy;2
39535;;04/05/2014;39140;True;YourNormalAverageGuy;2
39543;;;301520;False;secretcodrin;2
39544;;06/03/2015;730;True;secretcodrin;1
39551;;;107410;True;secretcodrin;2
39553;;22/12/2014;299360;True;55411144321649875611;0
39554;;11/11/2014;232890;True;55411144321649875611;2
39564;;;4000;True;76561198081342521;2
39565;;30/07/2014;304930;True;76561198081342521;1
39566;;26/11/2015;207790;True;seige7;2
39597;;;72850;True;76561198093465910;2
39602;;04/07/2014;70000;True;PapasFritasSaladas;1
39604;;17/06/2015;49520;True;sensei_boi;2
39606;;21/08/2014;274310;True;76561198095261449;2
39614;;18/07/2015;304050;True;Ocraze;2
39617;;;440;True;76561198030181298;2
39629;;;266210;True;serialies;0
39630;;22/05/2015;570;True;serialies;2
39635;2 people found this review funny;22/08/2014;42680;True;Serwus00;1
39639;;10/09/2014;275490;True;Serwus00;2
